,Source Account,Tweet Text,Date,Tweets Ago,Compound Sentiment,Positive Sentiment,Neutral Sentiment,Negative Sentiment
398,FoxNews,.@BigKennyTV recalls the moments after the #LasVegas shooter opened fire on the concert-goers.… https://t.co/gQZpSdpfg0,Tue Oct 03 00:08:49 +0000 2017,98,-0.34,0.0,0.844,0.156
399,FoxNews,".@POTUS earlier: ""In moments of tragedy and horror, America comes together as one, and it always has.""… https://t.co/qwbxkhJ62Y",Tue Oct 03 00:00:21 +0000 2017,99,-0.8442,0.0,0.664,0.336
400,nytimes,The NYT obit of Tom Petty https://t.co/RQHmLtAacR,Tue Oct 03 16:18:49 +0000 2017,0,-0.2023,0.0,0.769,0.231
401,nytimes,A fourth woman has accused Roman Polanski of sexually abusing her when she was a teenager https://t.co/1wMTvLua5F,Tue Oct 03 16:01:07 +0000 2017,1,-0.6369,0.0,0.714,0.286
402,nytimes,"On Monday, Trump called the Las Vegas massacre “pure evil.” Notably, he avoided the word “terrorism.” https://t.co/xawHZ3vf0W",Tue Oct 03 15:48:59 +0000 2017,2,-0.34,0.0,0.87,0.13
403,nytimes,RT @nytgraphics: The pattern of gunshots during the Las Vegas shooting: https://t.co/BAiDvDlRlv,Tue Oct 03 15:31:00 +0000 2017,3,0.0,0.0,1.0,0.0
404,nytimes,Breaking News: The U.S. expelled 15 Cuban diplomats in response to an illness that afflicted 22 Americans in Havana https://t.co/frwLMHmb6u,Tue Oct 03 15:13:41 +0000 2017,4,-0.7351,0.0,0.702,0.298
405,nytimes,Opinion: An unfit president fails Puerto Rico https://t.co/pNHh2jjol0,Tue Oct 03 15:05:03 +0000 2017,5,-0.4215,0.0,0.714,0.286
406,nytimes,Here's what NYT reporters and photographers saw in just one 24-hour stretch in Puerto Rico https://t.co/kZrUQpney5,Tue Oct 03 14:55:02 +0000 2017,6,0.0,0.0,1.0,0.0
407,nytimes,A Times reporter — and Marine veteran — analyzes the gunfire that left at least 59 dead in Las Vegas https://t.co/jpQYioqHJO,Tue Oct 03 14:45:13 +0000 2017,7,-0.6486,0.0,0.798,0.202
408,nytimes,The Louvre has withdrawn a large installation for being sexually explicit https://t.co/CmjQy7j7OO,Tue Oct 03 14:30:18 +0000 2017,8,0.0,0.0,1.0,0.0
409,nytimes,Growing up in prison https://t.co/QyFMwbpr0q,Tue Oct 03 14:14:06 +0000 2017,9,-0.3818,0.212,0.375,0.412
410,nytimes,RT @nytgraphics: A diagram of a typical suite at the Las Vegas hotel where a gunman fired into a crowd. https://t.co/qQ64gXiJeh https://t.c…,Tue Oct 03 14:05:45 +0000 2017,10,-0.5574,0.0,0.825,0.175
411,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/XWZ6JjAWtQ https://t.co/fACo3Rho8G,Tue Oct 03 14:00:27 +0000 2017,11,0.0,0.0,1.0,0.0
412,nytimes,"The police retrieved firearms, explosives, ammunition and ""electronic devices"" from Stephen Paddock's home https://t.co/8wNLJO0OEV",Tue Oct 03 13:50:05 +0000 2017,12,0.0,0.0,1.0,0.0
413,nytimes,"RT @dougmillsnyt: .@realDonaldTrump and @FLOTUS board Air Force One at Joint Andrews Base, Md. for a trip to San Juan, Puerto Rico. #Hurric…",Tue Oct 03 13:43:13 +0000 2017,13,0.0,0.0,1.0,0.0
414,nytimes,A potentially harmful algae bloom covered more than 700 square miles in the western basin of Lake Erie last week https://t.co/sfmE8TfIiD,Tue Oct 03 13:40:13 +0000 2017,14,0.0,0.0,1.0,0.0
415,nytimes,How do you tell a story about the destruction of the world? https://t.co/U8jUmBPRwe,Tue Oct 03 13:30:09 +0000 2017,15,-0.5719,0.0,0.748,0.252
416,nytimes,"Marilou Danley, a woman described as Stephen Paddock's ""companion,"" has been cleared by the authorities https://t.co/OyLEU9u5v5",Tue Oct 03 13:16:03 +0000 2017,16,0.1027,0.091,0.909,0.0
417,nytimes,The Supreme Court is set to hear arguments in a case that could reshape American democracy https://t.co/MJ17m7oDwl,Tue Oct 03 13:00:15 +0000 2017,17,0.2263,0.177,0.69,0.133
418,nytimes,"Stephen Paddock brought at least 10 suitcases into his hotel room over a period of time, Sheriff Lombardo said https://t.co/mERFn7h0WE",Tue Oct 03 12:51:04 +0000 2017,18,0.0,0.0,1.0,0.0
419,nytimes,Three scientists won the Nobel Prize in Physics for discovering gravitational waves https://t.co/Bz3yc0zg51,Tue Oct 03 12:45:06 +0000 2017,19,0.7906,0.389,0.611,0.0
420,nytimes,"Some of Trump's aides worried that he could be set off by protests in Puerto Rico, @MaggieNYT writes https://t.co/ldoBntGpzF",Tue Oct 03 12:30:13 +0000 2017,20,-0.4767,0.0,0.806,0.194
421,nytimes,"The NYT review of ""Blade Runner 2049"" https://t.co/9UU92ShNPW",Tue Oct 03 12:16:04 +0000 2017,21,0.0,0.0,1.0,0.0
422,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/0a6ONccQjO https://t.co/OvAOk5h26i,Tue Oct 03 12:00:13 +0000 2017,22,0.0,0.0,1.0,0.0
423,nytimes,A registered nurse. A commercial fisherman. A school librarian. These are some of the victims of Las Vegas shooting. https://t.co/mpwi8rAb1d,Tue Oct 03 11:45:05 +0000 2017,23,-0.3182,0.0,0.874,0.126
424,nytimes,"""I'm inside the Mandalay Bay on the 31st floor, I can hear the automatic fire,"" an officer said https://t.co/3WyHtVWZGc",Tue Oct 03 11:15:08 +0000 2017,24,0.0,0.0,1.0,0.0
425,nytimes,Investigators combed through Stephen Paddock's background and searched his home. Live updates: https://t.co/w6NVMxW3Yb,Tue Oct 03 11:07:03 +0000 2017,25,0.0,0.0,1.0,0.0
426,nytimes,What we know about one of the deadliest mass shootings in American history https://t.co/jCWaTEO0bI,Tue Oct 03 10:51:03 +0000 2017,26,0.0,0.0,1.0,0.0
427,nytimes,"Jimmy Kimmel, a son of Las Vegas, delivered one of the most emotionally searing monologues in his show's history https://t.co/EXwFsxUuwo",Tue Oct 03 10:44:07 +0000 2017,27,0.0,0.0,1.0,0.0
428,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/15SHTuQ2C7 https://t.co/CBV6DizCwL,Tue Oct 03 10:30:12 +0000 2017,28,0.0,0.0,1.0,0.0
429,nytimes,Scott Pruitt's calendar shows fine dining with officials from companies he regulates https://t.co/3w8eAF3byq,Tue Oct 03 10:20:08 +0000 2017,29,0.2023,0.13,0.87,0.0
430,nytimes,"Einstein predicted the existence of gravitational waves, but until now, they were undetectable https://t.co/JjFBLexoQU",Tue Oct 03 10:10:00 +0000 2017,30,0.0,0.0,1.0,0.0
431,nytimes,Breaking News: Three scientists won the Nobel Prize in Physics for discovering gravitational waves https://t.co/4k5UzJfumz,Tue Oct 03 10:00:59 +0000 2017,31,0.7906,0.35,0.65,0.0
432,nytimes,"Even at major hotels, security teams are often lightly staffed and poorly paid https://t.co/nubOLjoV9A",Tue Oct 03 09:59:03 +0000 2017,32,0.34,0.156,0.844,0.0
433,nytimes,"“I’ve been a nurse for 30 years, and this was by far the worst moment I’ve had, the worst injuries” https://t.co/6LQOixazrq",Tue Oct 03 09:45:06 +0000 2017,33,-0.8481,0.0,0.687,0.313
434,nytimes,"Opinion: ""Strong-arm tactics by the Spanish government will only draw more support for the Catalan secessionists"" https://t.co/wJI372VwaV",Tue Oct 03 09:32:06 +0000 2017,34,0.4576,0.158,0.842,0.0
435,nytimes,Here are some of Tom Petty's best songs https://t.co/tfQ28jHqVD,Tue Oct 03 09:14:03 +0000 2017,35,0.6369,0.344,0.656,0.0
436,nytimes,How the Las Vegas shooting unfolded https://t.co/XqDTfOhNut,Tue Oct 03 09:00:12 +0000 2017,36,0.0,0.0,1.0,0.0
437,nytimes,We deleted this earlier tweet for confusing framing. https://t.co/utSewxqoef https://t.co/HQ1cq4oKDl,Tue Oct 03 08:49:38 +0000 2017,37,-0.2263,0.0,0.826,0.174
438,nytimes,Adrian Murfitt had been working 16-hour days all summer as a commercial fisherman in Alaska. He took a vacation. https://t.co/WySsfPJiMV,Tue Oct 03 08:45:10 +0000 2017,38,0.0,0.0,1.0,0.0
439,nytimes,"""Very long hours of extremely low pay makes any driver a dangerous driver,"" a reader said about Uber https://t.co/tWEvLHjVdw",Tue Oct 03 08:45:00 +0000 2017,39,-0.7328,0.0,0.661,0.339
440,nytimes,"Jimmy Kimmel, a son of Las Vegas, delivered one of the most emotionally searing monologues in his show's history https://t.co/KvkRtIG0xA",Tue Oct 03 08:31:03 +0000 2017,40,0.0,0.0,1.0,0.0
441,nytimes,RT @nytimesworld: The Catalan situation has put the EU and its members in an awkward position https://t.co/r9PBf1Uew8,Tue Oct 03 08:16:02 +0000 2017,41,-0.1531,0.0,0.909,0.091
442,nytimes,"RT @nytimesmusic: Tom Petty, a songwriter who melded California rock with a Southern heritage, has died after suffering cardiac arrest http…",Tue Oct 03 07:55:05 +0000 2017,42,-0.872,0.0,0.579,0.421
443,nytimes,An Uber driver’s question for London: Would you have banned this company if we had been white and English? https://t.co/trsDHerusu,Tue Oct 03 07:40:03 +0000 2017,43,-0.4588,0.0,0.864,0.136
444,nytimes,"RT @matthewhaag: Las Vegas gunman’s father was a con man, a bank robber and made the FBI Most Wanted list. https://t.co/EW4hUeTAsk",Tue Oct 03 07:25:05 +0000 2017,44,-0.5574,0.0,0.833,0.167
445,nytimes,The Roman Catholic Church offers to protect police officers who want to testify on the Philippines’ bloody drug war https://t.co/byUpzHTZSI,Tue Oct 03 07:10:02 +0000 2017,45,-0.5994,0.146,0.599,0.255
446,nytimes,The free Afghan media has grown since the Taliban's fall. The success often overshadows the draining work and risks. https://t.co/T68d2GXdKw,Tue Oct 03 06:52:30 +0000 2017,46,0.7096,0.268,0.651,0.08
447,nytimes,The tussle over what terrorism is dates from the start of its modern history. Does the Las Vegas attack qualify? https://t.co/r4RM3srWJ4,Tue Oct 03 06:35:03 +0000 2017,47,-0.8271,0.0,0.712,0.288
448,nytimes,"Living atop a landfill on the edge of Mongolia’s capital: ""Nobody cares about us"" https://t.co/sMPHpcXXk0",Tue Oct 03 06:20:03 +0000 2017,48,0.4588,0.188,0.812,0.0
449,nytimes,"The Las Vegas gunman’s father robbed banks, once escaped from a federal prison and made the FBI Most Wanted list https://t.co/tWZ8GxYFm9",Tue Oct 03 06:05:04 +0000 2017,49,-0.5106,0.0,0.852,0.148
450,nytimes,"False ISIS connections, nonexistent victims and other misinformation in the wake of the Las Vegas shooting https://t.co/qN4RLj2aOK",Tue Oct 03 05:50:05 +0000 2017,50,-0.5574,0.0,0.765,0.235
451,nytimes,Here are some of Tom Petty's best songs https://t.co/wjbOmxVhPd,Tue Oct 03 05:20:06 +0000 2017,51,0.6369,0.344,0.656,0.0
452,nytimes,"RT @nytopinion: Spain's prime minister has cynically, irresponsibly fanned the flames of crisis in Catalonia, writes @CarlosDelclos https:/…",Tue Oct 03 05:02:06 +0000 2017,52,-0.7506,0.0,0.714,0.286
453,nytimes,One student raised a fist. The other got down on one knee. Both were immediately told to hand in their uniforms. https://t.co/CI7O00GdO9,Tue Oct 03 04:47:06 +0000 2017,53,0.4939,0.138,0.862,0.0
454,nytimes,How the Las Vegas shooting unfolded https://t.co/BM4IUDFgcM,Tue Oct 03 04:32:03 +0000 2017,54,0.0,0.0,1.0,0.0
455,nytimes,"Tom Petty melded California rock with a deep, stubborn Southern heritage. He died after suffering cardiac arrest. https://t.co/6yer44XHox",Tue Oct 03 04:17:23 +0000 2017,55,-0.9118,0.0,0.469,0.531
456,nytimes,"Tom Petty has died at 66. With hits like “Refugee” and “Free Fallin’,” he was a rock radio staple for decades. https://t.co/SY46z7imV5",Tue Oct 03 04:12:29 +0000 2017,56,-0.4404,0.097,0.695,0.208
457,nytimes,The Russians who posed as Americans on Facebook last year tried on quite an array of disguises https://t.co/9xBS6e7Cgv,Tue Oct 03 04:02:03 +0000 2017,57,-0.25,0.0,0.895,0.105
458,nytimes,"RT @nytopinion: Don’t let anyone intimidate you from talking about gun safety now, writes @DLeonhardt https://t.co/JSA0rL74oc",Tue Oct 03 03:47:05 +0000 2017,58,-0.1027,0.14,0.65,0.21
459,nytimes,"When they heard the shooting, Sonny Melton grabbed his wife's hand, and they ran. She made it. He didn't. https://t.co/csL3z6XQVT",Tue Oct 03 03:32:05 +0000 2017,59,0.4939,0.144,0.856,0.0
460,nytimes,"RT @UpshotNYT: Where experts and the public agree on how to prevent gun deaths.
https://t.co/2mX3Sa1n3i",Tue Oct 03 03:17:04 +0000 2017,60,0.0516,0.2,0.667,0.133
461,nytimes,Opinion: 477 days. 521 mass shootings. Zero action from Congress. https://t.co/F2gSHhQkLZ,Tue Oct 03 03:02:02 +0000 2017,61,0.0,0.0,1.0,0.0
462,nytimes,Caleb Keeter of Josh Abbott Band said that the Las Vegas shooting had changed his mind on the issue of gun rights… https://t.co/rHySOkCCTq,Tue Oct 03 02:47:05 +0000 2017,62,-0.34,0.0,0.902,0.098
463,nytimes,RT @nytgraphics The pattern of gunshots during the Las Vegas shooting: https://t.co/xWy0yx3shO,Tue Oct 03 02:32:05 +0000 2017,63,0.0,0.0,1.0,0.0
464,nytimes,The NYT movie review of “Blade Runner 2049” https://t.co/OW3asvusj4,Tue Oct 03 02:17:06 +0000 2017,64,0.0,0.0,1.0,0.0
465,nytimes,Las Vegas police found an arsenal in the gunman’s hotel room. Latest updates: https://t.co/PbauzwHmMP,Tue Oct 03 02:02:06 +0000 2017,65,0.0,0.0,1.0,0.0
466,nytimes,RT @nytpolitics: Trump once promised he wouldn't raise taxes on anyone in the middle class. Republicans won't promise that now. https://t.c…,Tue Oct 03 01:47:04 +0000 2017,66,0.1376,0.107,0.81,0.084
467,nytimes,"Stories of Puerto Rico residents cleaning up their streets, and sharing electricity, medicine and food, are legion https://t.co/v0iqwaJnia",Tue Oct 03 01:32:01 +0000 2017,67,0.4215,0.141,0.859,0.0
468,nytimes,"Opinion: ""What we need most of all isn’t mourning, but action to lower the toll of guns in America"" https://t.co/Wr9ilBGa01",Tue Oct 03 01:17:04 +0000 2017,68,-0.5789,0.0,0.791,0.209
469,nytimes,Documents provide an internal look at how officials rolled out Trump's first travel ban https://t.co/zPCNwBE2ld,Tue Oct 03 01:02:05 +0000 2017,69,-0.5574,0.0,0.795,0.205
470,nytimes,"Tech companies should act decisively to prevent hoaxes and misinformation from spreading, @kevinroose writes https://t.co/N3GnHJw3wQ",Tue Oct 03 00:47:03 +0000 2017,70,-0.296,0.067,0.793,0.14
471,nytimes,"RT @nytimesmusic: CBS erroneously reports Tom Petty’s death, setting off an outpouring https://t.co/Ly9r68Vjw3 https://t.co/KVq6nSXsLL",Tue Oct 03 00:32:02 +0000 2017,71,-0.5994,0.0,0.769,0.231
472,nytimes,"Ariana Grande, whose concert was struck by a suicide bomber in May, called for gun control after Las Vegas shooting https://t.co/rQXDcCueCt",Tue Oct 03 00:17:04 +0000 2017,72,-0.836,0.0,0.656,0.344
473,nytimes,RT @nytopinion: A Congressman thought his colleagues would do something after 26 children and adults were murdered at Sandy Hook https://t.…,Tue Oct 03 00:02:06 +0000 2017,73,-0.6597,0.0,0.812,0.188
474,nytimes,GM plans at least 20 all-electric vehicles by 2023 https://t.co/fOUXUHwDay,Mon Oct 02 23:47:02 +0000 2017,74,0.0,0.0,1.0,0.0
475,nytimes,"“I’ve been a nurse for 30 years, and this was by far the worst moment I’ve had, the worst injuries”  https://t.co/MceJnlQjLT",Mon Oct 02 23:32:03 +0000 2017,75,-0.8481,0.0,0.687,0.313
476,nytimes,A musician who was at the Las Vegas festival said his gun control views shifted after the mass shooting https://t.co/MW9GhKaLMB,Mon Oct 02 23:17:05 +0000 2017,76,0.2023,0.142,0.752,0.106
477,nytimes,"RT @UpshotNYT: Another look at what might work to prevent gun deaths.
https://t.co/pa0f6i28c6",Mon Oct 02 23:02:06 +0000 2017,77,-0.3182,0.076,0.759,0.166
478,nytimes,"Equifax believes up to 145.5 million people may have had info stolen, 2.5 million more than it previously disclosed https://t.co/O2sK93dsJG",Mon Oct 02 22:47:06 +0000 2017,78,-0.4939,0.0,0.856,0.144
479,nytimes,"Last year, her husband forgot their anniversary. This year, to make it up to her, he planned a trip to Vegas. https://t.co/ZIMcyNLpwy",Mon Oct 02 22:32:04 +0000 2017,79,0.0,0.0,1.0,0.0
480,nytimes,"In Gaza, a reconciliation may be happening between the Fatah and Hamas factions of the Palestinians https://t.co/1IFDjAowFC",Mon Oct 02 22:18:05 +0000 2017,80,0.0,0.0,1.0,0.0
481,nytimes,Fact Check: Viral claims and rumors in the Las Vegas shooting https://t.co/14eijH8Fbg,Mon Oct 02 22:07:05 +0000 2017,81,0.0,0.0,1.0,0.0
482,nytimes,One NYT reader's reaction to the mass shooting in Las Vegas https://t.co/536RJJz74B https://t.co/eLfNnzPqrs,Mon Oct 02 21:55:56 +0000 2017,82,0.0,0.0,1.0,0.0
483,nytimes,Incomplete records of Puerto Rico's landscape can make it hard to deliver aid. So volunteers are updating the maps. https://t.co/dhxwhX0GOF,Mon Oct 02 21:41:30 +0000 2017,83,-0.1027,0.0,0.931,0.069
484,nytimes,"RT @palafo: When they heard the shooting, Sonny Melton grabbed his wife's hand, and they ran. She made it. He didn't. https://t.co/cTJUA3Hw…",Mon Oct 02 21:32:04 +0000 2017,84,0.4939,0.132,0.868,0.0
485,nytimes,"After defying the Madrid government, separatists in Catalonia face the task of turning a contested vote into reality https://t.co/RxnU7JfDzF",Mon Oct 02 21:15:07 +0000 2017,85,0.0,0.0,1.0,0.0
486,nytimes,"RT @nytopinion: Let’s mourn. But even more important, let’s act, says @NickKristof. https://t.co/dFhPZxL2bY",Mon Oct 02 20:56:05 +0000 2017,86,-0.1796,0.132,0.692,0.176
487,nytimes,One NYT reader's reaction to the mass shooting in Las Vegas https://t.co/536RJJz74B https://t.co/v3s5AQAkYH,Mon Oct 02 20:46:04 +0000 2017,87,0.0,0.0,1.0,0.0
488,nytimes,Watch the controlled explosion that brought down the old Kosciuszko Bridge in New York. Our #Daily360 https://t.co/vJrgPYEAn2,Mon Oct 02 20:35:05 +0000 2017,88,0.0,0.0,1.0,0.0
489,nytimes,What makes Singapore's health care so cheap? https://t.co/OvIEn3WqIu,Mon Oct 02 20:25:02 +0000 2017,89,0.4939,0.314,0.686,0.0
490,nytimes,"The duration of the bursts in Las Vegas suggest that if the shooter had formal weapons training, he didn't follow it https://t.co/oqjsozzQ9o",Mon Oct 02 20:15:13 +0000 2017,90,-0.4404,0.0,0.879,0.121
491,nytimes,"The Las Vegas gunman had 19 rifles in his hotel room and hundreds of rounds of ammunition, an official said https://t.co/pNT1xuHNCv",Mon Oct 02 20:08:35 +0000 2017,91,0.0,0.0,1.0,0.0
492,nytimes,"Oct. 1, 2017
July 7, 2016
June 12, 2016
Dec. 2, 2015
Nov. 27, 2015
Oct. 1, 2015
July 16, 2015

The list goes on: https://t.co/TrfMpy5XL6",Mon Oct 02 20:05:06 +0000 2017,92,0.0,0.0,1.0,0.0
493,nytimes,Some blood donors in Las Vegas were in line as early as 2 a.m. for centers that wouldn't open until 7 a.m. https://t.co/EYxJdbJXCw,Mon Oct 02 19:55:04 +0000 2017,93,0.0,0.0,1.0,0.0
494,nytimes,"""This world is sick."" Musicians from the Las Vegas concert respond to the shooting that killed dozens. https://t.co/q7qPe3EmPX",Mon Oct 02 19:45:07 +0000 2017,94,-0.6705,0.0,0.791,0.209
495,nytimes,Thousands of young undocumented immigrants are lining up to renew their protections before the clock runs out https://t.co/vCzW68Pez5,Mon Oct 02 19:35:07 +0000 2017,95,0.0,0.0,1.0,0.0
496,nytimes,"“No one has experienced patient volumes to this level,” said a Las Vegas hospital spokeswoman https://t.co/Hc6DRbT8C0",Mon Oct 02 19:25:07 +0000 2017,96,0.0,0.0,1.0,0.0
497,nytimes,"Opinion: ""Let’s mourn. But even more important, let’s act."" https://t.co/TjPvUvZkkJ",Mon Oct 02 19:15:10 +0000 2017,97,-0.1796,0.162,0.62,0.217
498,nytimes,"Eric Paddock, the Las Vegas suspect’s brother, said that his brother was “not an avid gun guy at all”… https://t.co/KJWoSloqID",Mon Oct 02 19:05:08 +0000 2017,98,-0.0516,0.097,0.796,0.106
499,nytimes,Caleb Keeter of Josh Abbott Band said that the Las Vegas shooting had changed his mind on the issue of gun rights… https://t.co/zT4owoeN1z,Mon Oct 02 18:55:03 +0000 2017,99,-0.34,0.0,0.902,0.098
